strain,replicate,sampling_date,time,chla_conc_spectro,dilution,440nm_max,470nm_max,532nm_max,440nm_mean,470nm_mean,532nm_mean,numb_events,dilution_cyto,facteur dilution,flow_rate(µL/min),number_cells,filtered_volume,diameter,replicate_number,gain,F0,Fmd,Fm,Fv/Fm,f0_440,f0_480,f0_540,f0_590,f0_625,cruise_or_project,sample_code,culture,filtered_vol_l,chlorophyll_c3,chlc3_qa,mg_dvp,mg_dvp_qa,chlorophyll_c1_c2_mg_dvp,chlc2_qa,sum_chlorophyllid_a,chlda_qa,peridinin,peri_qa,sum_phaeophorbid_a,phda_qa,x19_butanoyloxyfucoxanthin,but_qa,fucoxanthin,fuco_qa,diadinoxanthin,diadino_qa,diatoxanthin,diato_qa,zeaxanthin,zea_qa,bacteriochlorophyll_a,bchla_qa,divinyl_chlorophyll_b,dv_chlb_qa,chlorophyll_b,chlb_qa,t_chlb,t_chlb_qa,divinyl_chlorophyll_a,dv_chla_qa,chlorophyll_a,chla_qa,total_chlorophyll_a,tchla_qa,sum_phaeophytin_a,phytna_qa,a_carotene,a_car_qa,b_carotene,b_car_qa,sum_carotenes,tcar_qa
RCC156,A,2020-11-01T00:00:00Z,1899-12-31T15:27:00Z,5.016575700000001,1,271,230,76,265.627551020408,222.469387755102,71,50281,0.1,10,38.666666666666664,13003706.896551725,NA,NA,NA,18,870,1428,1489,0.41571524513096036,870,538,930,1357,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,A,2020-11-01T00:00:00Z,1899-12-31T15:42:00Z,1.0561212,2,118,100,73,113.181818181818,96.2,67.4969696969697,10907,0.1,10,38.666666666666664,2820775.8620689656,NA,NA,NA,18,670,791,801,0.16354556803995007,670,474,1005,1445,1258,MANIP_EFFICACY_FPETIT2020,RCC0156_A_D2,Prochlorococcus,0.99503,0,1,0.0086,1,0.0086,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.5555,1,0.0072,1,0,1,0.4315,1,0.4315,1,1.0851,1,0.0503,1,1.1354,1,0.0187,1,0.2947,1,0,1,0.2947,1
RCC156,A,2020-11-01T00:00:00Z,1899-12-31T15:57:00Z,0.2640303,3,112,74,75,106.796178343949,69.7324840764331,70.3821656050955,27381,"NA",1,38.666666666666664,708129.3103448277,NA,NA,NA,18,580,618,631,0.08082408874801902,580,430,957,1383,1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,A,2020-11-01T00:00:00Z,1899-12-31T16:13:00Z,0.13201515,4,108,73,75,102.79375,67.4125,70.73125,13924,"NA",1,38.666666666666664,360103.4482758621,NA,NA,NA,18,570,590,567,-0.005291005291005291,570,420,957,1394,1278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,A,2020-11-01T00:00:00Z,1899-12-31T16:31:00Z,0.02637665334665335,5,92,68,72,88.0545454545454,61.430303030303,66.7333333333333,2851,"NA",1,38.666666666666664,73732.75862068967,NA,NA,NA,18,570,584,559,-0.01967799642218247,570,425,974,1408,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,B,2020-11-05T00:00:00Z,1899-12-31T12:21:00Z,31.88,Cmere,NA,NA,NA,NA,NA,NA,31413,0.01,100,38.666666666666664,81240517.24137932,NA,NA,NA,16,1222,2624,2687,0.5452177149237067,1222,585,525,763,733,MANIP_EFFICACY_FPETIT2020,RCC0156_B_DM,Prochlorococcus,0.03,0,1,0.3307,1,0.3307,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,52.037,1,0.2121,1,0,1,14.7331,1,14.7331,1,40.1904,1,0,1,40.1904,1,0.7694,1,10.9044,1,0,1,10.9044,1
RCC156,B,2020-11-05T00:00:00Z,1899-12-31T12:21:00Z,6.05883704,1,270,228,83,265.198275862068,222.637931034482,80.0775862068965,50115,0.1,10,38.666666666666664,12960775.862068968,NA,NA,NA,18,893,1378,1429,0.37508747375787266,893,565,1006,1490,1379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,B,2020-11-05T00:00:00Z,1899-12-31T12:34:00Z,0.9566584800000001,2,214,98,73,140.441624365482,94.482233502538,69.2639593908629,9900,0.1,10,38.666666666666664,2560344.827586207,NA,NA,NA,18,619,720,719,0.13908205841446453,619,445,980,1459,1281,MANIP_EFFICACY_FPETIT2020,RCC0156_B_D2,Prochlorococcus,0.99503,0,1,0.0098,1,0.0098,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.3595,1,0.0066,1,0,1,0.4022,1,0.4022,1,1.0456,1,0.0556,1,1.1012,1,0.017,1,0.2937,1,0,1,0.2937,1
RCC156,B,2020-11-05T00:00:00Z,1899-12-31T12:46:00Z,0.31888616000000003,3,112,78,81,107.809160305343,74.206106870229,77.6870229007633,34009,"NA",1,38.666666666666664,879543.103448276,NA,NA,NA,18,572,613,608,0.05921052631578947,572,424,966,1440,1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,B,2020-11-05T00:00:00Z,1899-12-31T12:58:00Z,0.15944308000000001,4,104,71,71,100.127516778523,68.0805369127516,67.0201342281879,15774,"NA",1,38.666666666666664,407948.275862069,NA,NA,NA,18,563,582,582,0.03264604810996564,563,419,964,1435,1312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,B,2020-11-05T00:00:00Z,1899-12-31T14:18:00Z,0.06364993213572855,5,101,78,69,97.3942857142857,73.6342857142857,65.76,6718,"NA",1,38.666666666666664,173741.3793103448,NA,NA,NA,18,556,572,566,0.0176678445229682,556,419,946,1400,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,C,2020-11-06T00:00:00Z,1899-12-31T11:33:00Z,24.27,Cmere,NA,NA,NA,NA,NA,NA,24640,0.01,100,38.666666666666664,63724137.93103448,NA,NA,NA,17,1454,3628,3883,0.6255472572753026,1454,739,764,1120,1011,MANIP_EFFICACY_FPETIT2020,RCC0156_C_DM,Prochlorococcus,0.03,0,1,0.2884,1,0.2884,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,34.9491,1,0.3042,1,0,1,11.4276,1,11.4276,1,29.4873,1,0,1,29.4873,1,0,1,7.1022,1,0,1,7.1022,1
RCC156,C,2020-11-06T00:00:00Z,1899-12-31T11:33:00Z,4.854481799999999,1,269,247,78,259.851851851851,239.283950617283,71.395061728395,49947,0.1,10,38.666666666666664,12917327.586206898,NA,NA,NA,18,888,1532,1634,0.4565483476132191,888,558,1021,1517,1399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,C,2020-11-06T00:00:00Z,1899-12-31T11:44:00Z,0.97089636,2,144,103,85,139.113095238095,97.4821428571428,80.9940476190476,9805,0.1,10,38.666666666666664,2535775.8620689656,NA,NA,NA,18,614,751,772,0.20466321243523317,614,439,972,1455,1321,MANIP_EFFICACY_FPETIT2020,RCC0156_C_D2,Prochlorococcus,0.99503,0,1,0.0144,1,0.0144,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.2323,1,0.0123,1,0,1,0.4022,1,0.4022,1,1.0589,1,0,1,1.0589,1,0,1,0.2545,1,0,1,0.2545,1
RCC156,C,2020-11-06T00:00:00Z,1899-12-31T11:58:00Z,0.24272409,3,106,76,78,101.067567567567,69.831081081081,73.1689189189189,21647,"NA",1,38.666666666666664,559836.2068965518,NA,NA,NA,18,553,589,597,0.07370184254606366,553,416,943,1413,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,C,2020-11-06T00:00:00Z,1899-12-31T12:15:00Z,0.121362045,4,124,83,85,118.914110429447,77.6441717791411,80.0184049079754,12214,"NA",1,38.666666666666664,315879.3103448276,NA,NA,NA,18,564,591,563,-0.0017761989342806395,564,416,989,1478,1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC156,C,2020-11-06T00:00:00Z,1899-12-31T12:28:00Z,0.04844792215568862,5,113,73,71,104.385093167701,69.0807453416149,66.5962732919254,5175,"NA",1,38.666666666666664,133836.20689655174,NA,NA,NA,18,562,575,563,0.0017761989342806395,562,417,996,1480,1286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,A,2020-10-28T00:00:00Z,1899-12-31T20:24:00Z,90.18,Cmere,NA,NA,NA,NA,NA,NA,31055,0.1,10,102.66666666666667,3024837.6623376627,NA,NA,NA,10,1232,"NA",2913,0.5020908004778972,1232,814,407,282,221,MANIP_EFFICACY_FPETIT2020,RCC0100_A_DM,Pelagomonas calceolata,0.01,19.4115,1,0,1,18.8503,1,0,1,0,1,0,1,13.3465,1,62.4045,1,3.7701,1,2.3312,1,0,1,0,1,0,1,0,1,0,1,0,1,94.1667,1,94.1667,1,0,1,0,1,2.1063,1,2.1063,1
RCC100,A,2020-10-28T00:00:00Z,1899-12-31T20:24:00Z,4.959923990999999,1,1138,1525,174,1116.4502617801,1481.37696335078,168.518324607329,21587,"NA",1,102.66666666666667,210262.987012987,NA,NA,NA,17,1561,"NA",3348,0.5337514934289128,1561,1058,984,1136,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,A,2020-10-28T00:00:00Z,1899-12-31T20:41:00Z,0.9018043619999998,2,301,353,90,295.464285714285,345.291666666666,83.7261904761904,3768,"NA",1,102.66666666666667,36701.2987012987,NA,NA,NA,18,911,"NA",1421,0.3589021815622801,911,659,1059,1466,1349,MANIP_EFFICACY_FPETIT2020,RCC0100_A_D2,Pelagomonas calceolata,0.98503,0.1977,1,0,1,0.1884,1,0,1,0,1,0,1,0.1374,1,0.6252,1,0.0388,1,0.0183,1,0,1,0,1,0,1,0,1,0,1,0,1,0.9369,1,0.9369,1,0,1,0,1,0.0198,1,0.0198,1
RCC100,A,2020-10-28T00:00:00Z,1899-12-31T21:10:00Z,0.4509021809999999,3,209,221,84,202.005988023952,214.275449101796,78.7245508982035,2088,"NA",1,102.66666666666667,20337.662337662336,NA,NA,NA,18,731,"NA",981,0.254841997961264,731,532,1000,1422,1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,A,2020-10-28T00:00:00Z,1899-12-31T21:26:00Z,0.09018043619999999,4,109,103,85,102.727272727272,97.5645933014354,81.1818181818181,376,"NA",1,102.66666666666667,3662.337662337662,NA,NA,NA,18,578,"NA",646,0.10526315789473684,578,427,932,1356,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,A,2020-10-28T00:00:00Z,1899-12-31T21:48:00Z,0.04506768425787106,5,247,80,68,169.011764705882,75.6117647058823,64.0823529411764,184,"NA",1,102.66666666666667,1792.2077922077922,NA,NA,NA,18,575,"NA",593,0.03035413153456998,575,431,945,1381,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,B,2020-10-31T00:00:00Z,1899-12-31T17:15:00Z,91.19,Cmere,NA,NA,NA,NA,NA,NA,44977,0.1,10,102.66666666666667,4380876.623376624,NA,NA,NA,10,1322,"NA",2976,0.5557795698924731,1322,859,427,293,229,MANIP_EFFICACY_FPETIT2020,RCC0100_B_DM,Pelagomonas calceolata,0.01,21.6333,1,0,1,20.3357,1,0,1,0,1,0,1,12.8131,1,68.0189,1,3.9759,1,3.845,1,0.7183,1,0,1,0,1,0,1,0,1,0,1,105.1647,1,105.1647,1,0,1,0,1,2.5066,1,2.5066,1
RCC100,B,2020-10-31T00:00:00Z,1899-12-31T17:15:00Z,5.015525360450002,1,1174,1544,160,1150.05161290322,1514.29032258064,155.187096774193,25844,"NA",1,102.66666666666667,251727.2727272727,NA,NA,NA,16,1106,"NA",2184,0.4935897435897436,1106,745,665,749,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,B,2020-10-31T00:00:00Z,1899-12-31T17:34:00Z,0.9119137019000002,2,318,367,96,309.659863945578,361.340136054421,92.2925170068027,4784,"NA",1,102.66666666666667,46597.40259740259,NA,NA,NA,17,733,"NA",1142,0.35814360770577935,733,525,833,1125,962,MANIP_EFFICACY_FPETIT2020,RCC0100_B_D,Pelagomonas calceolata,0.99503,0.2237,1,0,1,0.2078,1,0,1,0,1,0,1,0.134,1,0.6916,1,0.0423,1,0.0274,1,0,1,0,1,0,1,0,1,0,1,0,1,1.0595,1,1.0595,1,0,1,0,1,0.023,1,0.023,1
RCC100,B,2020-10-31T00:00:00Z,1899-12-31T17:51:00Z,0.4559568509500001,3,230,236,82,225.963768115942,229.942028985507,77.3985507246376,2694,"NA",1,102.66666666666667,26240.25974025974,NA,NA,NA,18,764,"NA",1018,0.24950884086444008,764,558,1014,1419,1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,B,2020-10-31T00:00:00Z,1899-12-31T18:06:00Z,0.09110026992007994,4,124,103,75,119.56129032258,97.0064516129032,70.0645161290322,498,"NA",1,102.66666666666667,4850.64935064935,NA,NA,NA,18,555,"NA",620,0.10483870967741936,555,421,898,1298,1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,B,2020-10-31T00:00:00Z,1899-12-31T18:18:00Z,0.04557289864567717,5,119,85,74,113.395209580838,80.2035928143712,67.9760479041916,149,"NA",1,102.66666666666667,1451.2987012987014,NA,NA,NA,18,694,"NA",745,0.06845637583892618,694,526,1121,1612,1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,C,2020-11-02T00:00:00Z,1899-12-31T14:33:00Z,78.67,Cmere,NA,NA,NA,NA,NA,NA,36421,0.1,10,102.66666666666667,3547500,NA,NA,NA,10,1096,2280,2559,0.5717076983196561,1096,718,361,249,193,MANIP_EFFICACY_FPETIT2020,RCC0100_C_DM,Pelagomonas calceolata,0.03,18.4049,1,0,1,17.6727,1,1.7796,1,0,1,0,1,8.5635,1,57.9094,1,3.0626,1,3.0437,1,0,1,0,1,0,1,0,1,0,1,0,1,85.0371,1,86.8166,1,0,1,0,1,2.0471,1,2.0471,1
RCC100,C,2020-11-02T00:00:00Z,1899-12-31T14:33:00Z,17.30889985,0,3415,4133,350,3344.91719745222,4132.91719745223,340.866242038216,7946,0.1,10,102.66666666666667,773961.0389610389,NA,NA,NA,14,1321,2582,2970,0.5552188552188552,1321,871,540,474,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,C,2020-11-02T00:00:00Z,1899-12-31T14:51:00Z,3.5404567874999997,1,915,1159,137,851.349397590361,1088.04819277108,129.746987951807,16115,"NA",1,102.66666666666667,156964.28571428568,NA,NA,NA,17,1223,2127,2415,0.49358178053830226,1223,834,881,1059,955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,C,2020-11-02T00:00:00Z,1899-12-31T15:13:00Z,1.1801522625,2,370,434,95,361.474683544303,427.107594936708,89.3227848101265,5805,"NA",1,102.66666666666667,56542.20779220779,NA,NA,NA,18,993,1543,1610,0.3832298136645963,993,706,1051,1399,1172,MANIP_EFFICACY_FPETIT2020,RCC0100_C_D2,Pelagomonas calceolata,0.99503,0.2845,1,0,1,0.2637,1,0,1,0,1,0,1,0.1422,1,0.9081,1,0.052,1,0.0344,1,0,1,0,1,0,1,0,1,0,1,0,1,1.2992,1,1.2992,1,0,1,0,1,0.0278,1,0.0278,1
RCC100,C,2020-11-02T00:00:00Z,1899-12-31T16:03:00Z,0.3933840875,3,159,174,76,153.459770114942,168.488505747126,70.6609195402298,1643,"NA",1,102.66666666666667,16003.246753246753,NA,NA,NA,18,654,798,816,0.19852941176470587,654,479,954,1348,1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,C,2020-11-02T00:00:00Z,1899-12-31T16:02:00Z,0.07859821928071928,4,114,92,89,108.796052631578,87,84.7763157894736,403,"NA",1,102.66666666666667,3925.324675324675,NA,NA,NA,18,575,618,613,0.06199021207177814,575,437,952,1370,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC100,C,2020-11-02T00:00:00Z,1899-12-31T16:02:00Z,0.039318749375312344,5,168,77,79,119.763313609467,71.9763313609467,69.1597633136094,185,"NA",1,102.66666666666667,1801.948051948052,NA,NA,NA,18,562,586,592,0.05067567567567568,562,419,936,1342,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,A,2020-10-29T00:00:00Z,1899-12-31T18:52:00Z,28.72,Cmere,NA,NA,NA,NA,NA,NA,482,"NA",1,103.33333333333333,4664.5161290322585,NA,NA,NA,15,722,"NA",3084,0.7658884565499352,722,513,640,513,456,MANIP_EFFICACY_FPETIT2020,RCC3006_A_DM,Scrippsiella (coastal dinoflagellate),0.03,0,1,0,1,5.4082,1,0,1,22.1765,1,0,1,0,1,0,1,3.6468,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,29.4061,1,29.4061,1,0,1,0,1,0.8101,1,0.8101,1
RCC3006,A,2020-10-29T00:00:00Z,1899-12-31T18:52:00Z,5.0268295,1,361,457,118,349.621951219512,437.798780487804,111.634146341463,59,"NA",1,103.33333333333333,285.48387096774195,NA,NA,NA,18,837,"NA",1356,0.3827433628318584,837,616,1150,1482,1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,A,2020-10-29T00:00:00Z,1899-12-31T19:06:00Z,1.0053659,2,156,176,80,150.426829268292,163.615853658536,75.7743902439024,20,"NA",1,103.33333333333333,96.7741935483871,NA,NA,NA,18,614,"NA",840,0.26904761904761904,614,459,969,1362,1226,MANIP_EFFICACY_FPETIT2020,RCC3006_A_D2,Scrippsiella (coastal dinoflagellate),0.99503,0,1,0,1,0.3218,1,0,1,1.28,1,0,1,0,1,0,1,0.2054,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.6963,1,1.6963,1,0,1,0,1,0.0485,1,0.0485,1
RCC3006,A,2020-10-29T00:00:00Z,1899-12-31T19:23:00Z,0.2872474,3,104,100,81,96,94.1524390243902,73.6768292682926,11,"NA",1,103.33333333333333,35.483870967741936,NA,NA,NA,18,559,"NA",640,0.1265625,559,420,944,1357,1232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,A,2020-10-29T00:00:00Z,1899-12-31T19:40:00Z,0.1436237,4,88,78,67,83.2275449101796,72.4011976047904,63.2155688622754,2,"NA",1,103.33333333333333,3.8709677419354844,NA,NA,NA,18,556,"NA",579,0.039723661485319514,556,418,934,1357,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,A,2020-10-29T00:00:00Z,1899-12-31T19:57:00Z,0.05733481037924151,5,81,68,71,77.1607142857142,62.6547619047619,65.7023809523809,3,"NA",1,103.33333333333333,5.806451612903226,NA,NA,NA,18,559,"NA",557,-0.003590664272890485,559,419,941,1369,1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,B,2020-11-01T00:00:00Z,1899-12-31T19:07:00Z,64.81,Cmere,NA,NA,NA,NA,NA,NA,469,"NA",1,103.33333333333333,4538.709677419355,NA,NA,NA,15,818,"NA",4135,0.8021765417170496,818,582,716,551,481,MANIP_EFFICACY_FPETIT2020,RCC3006_B_DM,Scrippsiella (coastal dinoflagellate),0.03,0,1,0,1,11.4666,1,0,1,44.4012,1,0,1,0,1,0,1,6.9208,1,0,1,0.123,1,0,1,0,1,0,1,0,1,0,1,60.9091,1,60.9091,1,0,1,0,1,1.7874,1,1.7874,1
RCC3006,B,2020-11-01T00:00:00Z,1899-12-31T19:07:00Z,9.7222871385,0,497,623,151,475.016483516483,601.615384615384,145.890109890109,2.0824175824175799,"NA",1,103.33333333333333,929.0322580645162,NA,NA,NA,18,962,1650,2495,0.6144288577154309,962,699,1207,1435,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,B,2020-11-01T00:00:00Z,1899-12-31T17:51:00Z,4.537067331299999,1,217,258,94,210.116564417177,244.613496932515,89.2085889570552,25,"NA",1,103.33333333333333,120.96774193548387,NA,NA,NA,18,767,984,1187,0.35383319292333615,767,571,1158,1573,1383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCC3006,B,2020-11-01T00:00:00Z,1899-12-31T18:08:00Z,0.97222871385,2,117,113,79,110.95731707317,104.091463414634,73.8292682926829,5,"NA",1,103.33333333333333,16.129032258064516,NA,NA,NA,18,583,640,639,0.08763693270735524,583,427,962,1368,1248,MANIP_EFFICACY_FPETIT2020,RCC3006_B_D2,Scrippsiella (coastal dinoflagellate),0.99503,0,1,0,1,0.6745,1,0,1,2.4741,1,0,1,0,1,0,1,0.4149,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3.4574,1,3.4574,1,0.0314,1,0,1,0.0998,1,0.0998,1
