fluo_flbb,bb700,cdom,echov1,time,date,fluo_440,fluo_470,fluo_532,echo3x
51,148,57,528,15H 49M 25S,12-07-20,49,56,53,532
51,126,50,528,15H 49M 26S,12-07-20,50,56,57,532
53,131,50,528,15H 49M 27S,12-07-20,52,53,54,532
50,125,51,528,15H 49M 28S,12-07-20,50,59,54,532
55,130,50,528,15H 49M 29S,12-07-20,50,55,57,532
51,140,63,528,15H 49M 30S,12-07-20,50,53,57,532
52,135,50,528,15H 49M 31S,12-07-20,43,54,52,532
54,129,50,528,15H 49M 32S,12-07-20,27,37,45,532
51,127,50,528,15H 49M 33S,12-07-20,54,59,74,532
51,127,50,528,15H 49M 34S,12-07-20,54,55,50,532
50,138,50,528,15H 49M 36S,12-07-20,54,45,42,532
48,133,50,528,15H 49M 37S,12-07-20,57,57,44,532
50,132,50,528,15H 49M 38S,12-07-20,53,50,51,532
50,135,50,528,15H 49M 39S,12-07-20,53,57,48,532
53,142,50,528,15H 49M 40S,12-07-20,51,57,50,532
53,133,51,528,15H 49M 41S,12-07-20,50,51,48,532
52,142,50,527,15H 49M 42S,12-07-20,47,56,54,532
51,128,50,528,15H 49M 43S,12-07-20,65,56,50,532
48,129,46,527,15H 49M 44S,12-07-20,47,52,43,532
50,138,50,527,15H 49M 45S,12-07-20,49,55,50,532
51,135,52,527,15H 49M 46S,12-07-20,48,52,51,532
50,130,50,528,15H 49M 47S,12-07-20,45,68,69,532
53,160,50,527,15H 49M 48S,12-07-20,50,59,56,532
52,139,50,527,15H 49M 49S,12-07-20,38,53,65,532
51,144,50,527,15H 49M 50S,12-07-20,70,53,54,532
50,152,50,527,15H 49M 51S,12-07-20,49,53,55,532
50,140,50,527,15H 49M 52S,12-07-20,50,53,55,532
53,139,50,527,15H 49M 53S,12-07-20,45,59,76,532
55,181,50,527,15H 49M 54S,12-07-20,2,114,-65,532
53,161,50,527,15H 49M 55S,12-07-20,69,57,55,532
48,126,50,527,15H 49M 56S,12-07-20,63,56,-7,532
52,154,50,527,15H 49M 57S,12-07-20,46,73,60,532
51,206,50,527,15H 49M 58S,12-07-20,50,54,32,532
50,131,50,527,15H 49M 59S,12-07-20,45,57,55,532
51,136,50,527,15H 50M 0S,12-07-20,55,60,61,532
51,151,50,527,15H 50M 1S,12-07-20,57,51,52,532
54,172,50,527,15H 50M 2S,12-07-20,54,56,66,532
51,129,50,527,15H 50M 3S,12-07-20,47,57,55,532
51,132,50,527,15H 50M 4S,12-07-20,51,60,50,532
50,136,50,527,15H 50M 5S,12-07-20,44,60,54,532
51,137,50,527,15H 50M 6S,12-07-20,47,62,63,532
52,137,49,527,15H 50M 7S,12-07-20,44,59,53,532
50,145,50,527,15H 50M 8S,12-07-20,51,58,57,532
49,142,52,527,15H 50M 9S,12-07-20,52,52,56,532
50,141,50,527,15H 50M 10S,12-07-20,54,59,49,532
51,185,50,527,15H 50M 11S,12-07-20,57,56,58,532
50,152,50,527,15H 50M 12S,12-07-20,50,45,61,532
51,134,56,527,15H 50M 14S,12-07-20,61,45,64,531
54,134,50,527,15H 50M 15S,12-07-20,58,47,54,531
50,140,50,527,15H 50M 16S,12-07-20,46,56,53,532
51,148,53,527,15H 50M 17S,12-07-20,44,50,51,532
49,129,50,527,15H 50M 18S,12-07-20,50,65,55,531
48,131,50,527,15H 50M 19S,12-07-20,52,56,55,531
51,135,50,527,15H 50M 20S,12-07-20,65,50,51,531
53,141,50,527,15H 50M 21S,12-07-20,51,52,58,531
53,132,50,527,15H 50M 22S,12-07-20,50,56,54,531
49,129,50,527,15H 50M 23S,12-07-20,49,55,52,531
51,137,50,527,15H 50M 24S,12-07-20,50,54,53,531
54,131,50,527,15H 50M 25S,12-07-20,55,56,53,531
55,141,50,527,15H 50M 26S,12-07-20,52,57,56,531
53,126,50,527,15H 50M 27S,12-07-20,51,58,52,531
50,122,50,527,15H 50M 28S,12-07-20,48,56,54,531
50,133,50,526,15H 50M 29S,12-07-20,50,53,50,531
52,154,50,526,15H 50M 30S,12-07-20,50,55,51,531
54,130,50,527,15H 50M 31S,12-07-20,54,57,52,531
52,132,51,526,15H 50M 32S,12-07-20,52,58,55,531
53,130,54,526,15H 50M 33S,12-07-20,51,56,55,531
55,134,50,526,15H 50M 34S,12-07-20,50,58,55,531
54,134,50,526,15H 50M 35S,12-07-20,51,59,53,531
52,126,50,526,15H 50M 36S,12-07-20,50,56,55,531
51,135,50,526,15H 50M 37S,12-07-20,49,56,56,531
52,138,50,526,15H 50M 38S,12-07-20,52,56,53,531
55,149,52,526,15H 50M 39S,12-07-20,57,61,54,531
54,135,49,526,15H 50M 40S,12-07-20,54,57,53,531
59,145,53,526,15H 50M 41S,12-07-20,56,59,51,531
59,150,52,526,15H 50M 42S,12-07-20,60,62,51,531
57,155,53,526,15H 50M 43S,12-07-20,62,61,50,531
60,157,50,526,15H 50M 44S,12-07-20,57,65,51,531
61,156,54,526,15H 50M 45S,12-07-20,60,67,49,531
59,154,53,526,15H 50M 46S,12-07-20,58,64,53,531
62,151,55,526,15H 50M 47S,12-07-20,59,66,52,531
64,162,55,526,15H 50M 48S,12-07-20,63,65,54,531
65,158,55,526,15H 50M 49S,12-07-20,63,66,58,531
64,163,54,526,15H 50M 50S,12-07-20,63,68,54,531
68,174,54,526,15H 50M 52S,12-07-20,68,78,54,531
74,167,55,526,15H 50M 53S,12-07-20,69,79,55,531
74,168,55,526,15H 50M 54S,12-07-20,74,81,54,531
75,171,54,526,15H 50M 55S,12-07-20,75,80,53,531
78,166,56,526,15H 50M 56S,12-07-20,79,82,54,531
80,171,54,526,15H 50M 57S,12-07-20,78,87,54,531
82,174,55,526,15H 50M 58S,12-07-20,79,87,53,531
84,170,57,526,15H 50M 59S,12-07-20,84,92,56,531
89,168,55,526,15H 51M 0S,12-07-20,86,95,57,531
88,172,54,526,15H 51M 1S,12-07-20,89,98,55,531
98,172,57,526,15H 51M 2S,12-07-20,94,104,58,531
100,171,57,526,15H 51M 3S,12-07-20,101,114,55,531
110,177,54,526,15H 51M 4S,12-07-20,104,114,57,531
115,181,52,526,15H 51M 5S,12-07-20,106,120,58,531
113,180,52,526,15H 51M 6S,12-07-20,109,122,57,531
119,180,55,526,15H 51M 7S,12-07-20,112,130,59,531
128,184,58,526,15H 51M 8S,12-07-20,122,144,61,531
142,194,56,526,15H 51M 9S,12-07-20,123,147,62,531
139,192,56,526,15H 51M 10S,12-07-20,126,151,60,531
148,192,57,526,15H 51M 11S,12-07-20,133,165,67,531
170,197,57,526,15H 51M 12S,12-07-20,141,176,62,531
171,202,58,526,15H 51M 13S,12-07-20,145,176,65,531
175,196,60,526,15H 51M 14S,12-07-20,144,179,62,531
189,198,61,527,15H 51M 15S,12-07-20,155,199,66,531
219,208,59,526,15H 51M 16S,12-07-20,163,210,67,531
232,199,61,526,15H 51M 17S,12-07-20,176,240,69,531
268,207,59,526,15H 51M 18S,12-07-20,240,319,73,531
363,213,59,526,15H 51M 19S,12-07-20,255,343,76,531
384,217,56,526,15H 51M 20S,12-07-20,279,386,76,531
410,217,55,526,15H 51M 21S,12-07-20,306,422,78,531
458,222,56,526,15H 51M 22S,12-07-20,326,451,82,531
496,220,58,526,15H 51M 23S,12-07-20,342,479,85,532
481,217,57,526,15H 51M 24S,12-07-20,334,477,85,531
485,213,57,526,15H 51M 25S,12-07-20,328,468,83,532
510,217,56,527,15H 51M 26S,12-07-20,331,469,82,531
506,219,56,526,15H 51M 27S,12-07-20,350,501,86,531
513,218,57,527,15H 51M 28S,12-07-20,352,501,85,531
529,220,57,527,15H 51M 30S,12-07-20,362,515,85,531
531,223,58,527,15H 51M 31S,12-07-20,356,504,85,532
543,225,56,527,15H 51M 32S,12-07-20,349,496,86,532
529,221,56,527,15H 51M 33S,12-07-20,336,476,85,532
523,220,57,527,15H 51M 34S,12-07-20,350,490,87,532
537,223,57,527,15H 51M 35S,12-07-20,326,452,85,532
513,224,57,527,15H 51M 36S,12-07-20,254,345,76,532
433,209,56,527,15H 51M 37S,12-07-20,240,334,76,532
413,202,56,527,15H 51M 38S,12-07-20,244,351,78,532
356,199,56,527,15H 51M 39S,12-07-20,252,352,76,532
356,195,56,527,15H 51M 40S,12-07-20,269,372,80,532
379,208,55,527,15H 51M 41S,12-07-20,318,466,85,532
464,229,55,527,15H 51M 42S,12-07-20,333,507,89,532
519,246,56,527,15H 51M 43S,12-07-20,320,463,89,532
471,249,57,527,15H 51M 44S,12-07-20,284,402,83,532
418,231,56,527,15H 51M 45S,12-07-20,226,314,77,532
347,223,56,527,15H 51M 46S,12-07-20,224,322,74,532
309,207,56,527,15H 51M 47S,12-07-20,157,210,65,532
237,189,57,527,15H 51M 48S,12-07-20,122,163,63,532
194,173,56,527,15H 51M 49S,12-07-20,120,166,63,532
193,180,56,527,15H 51M 50S,12-07-20,133,180,64,532
167,168,56,527,15H 51M 51S,12-07-20,111,144,61,532
149,160,56,527,15H 51M 52S,12-07-20,107,131,60,532
154,162,56,527,15H 51M 53S,12-07-20,109,138,58,532
145,160,55,527,15H 51M 54S,12-07-20,98,123,60,532
133,155,56,527,15H 51M 55S,12-07-20,95,128,59,532
124,148,56,527,15H 51M 56S,12-07-20,93,123,61,532
116,141,56,527,15H 51M 57S,12-07-20,91,111,59,532
112,147,57,527,15H 51M 58S,12-07-20,92,115,60,532
116,149,57,527,15H 51M 59S,12-07-20,89,119,59,532
108,144,58,527,15H 52M 0S,12-07-20,78,104,58,532
100,142,59,527,15H 52M 1S,12-07-20,79,98,59,532
97,140,59,527,15H 52M 2S,12-07-20,79,101,59,532
93,133,59,527,15H 52M 3S,12-07-20,79,98,57,533
93,138,59,527,15H 52M 4S,12-07-20,77,94,59,532
94,137,60,527,15H 52M 5S,12-07-20,76,96,57,533
92,131,61,527,15H 52M 6S,12-07-20,78,99,59,532
87,133,62,527,15H 52M 8S,12-07-20,72,92,57,533
88,131,61,527,15H 52M 9S,12-07-20,75,91,54,533
88,126,59,527,15H 52M 10S,12-07-20,75,90,54,533
84,130,56,527,15H 52M 11S,12-07-20,74,89,56,533
83,130,57,527,15H 52M 12S,12-07-20,73,91,56,533
81,127,56,527,15H 52M 13S,12-07-20,71,81,52,533
80,127,57,527,15H 52M 14S,12-07-20,68,81,57,533
79,126,58,527,15H 52M 15S,12-07-20,70,84,50,533
81,126,56,527,15H 52M 16S,12-07-20,66,77,55,533
75,127,57,527,15H 52M 17S,12-07-20,67,74,54,533
75,127,57,527,15H 52M 18S,12-07-20,65,80,55,533
73,123,56,527,15H 52M 19S,12-07-20,64,75,52,533
72,125,56,527,15H 52M 20S,12-07-20,65,75,57,533
73,123,56,527,15H 52M 21S,12-07-20,68,82,55,533
75,126,56,527,15H 52M 22S,12-07-20,69,81,54,533
74,123,55,527,15H 52M 23S,12-07-20,70,81,55,533
72,122,55,528,15H 52M 24S,12-07-20,64,75,55,533
70,124,56,528,15H 52M 25S,12-07-20,65,77,56,533
82,124,55,527,15H 52M 26S,12-07-20,65,71,52,533
71,123,55,528,15H 52M 27S,12-07-20,61,67,52,533
71,120,55,528,15H 52M 28S,12-07-20,63,70,50,533
68,120,54,528,15H 52M 29S,12-07-20,63,70,51,533
68,113,56,528,15H 52M 30S,12-07-20,62,67,50,533
66,120,56,528,15H 52M 31S,12-07-20,63,69,53,533
63,119,56,528,15H 52M 32S,12-07-20,63,70,53,533
65,119,55,528,15H 52M 33S,12-07-20,60,68,51,533
63,115,54,528,15H 52M 34S,12-07-20,60,65,52,533
64,116,54,528,15H 52M 35S,12-07-20,60,64,55,533
63,115,55,528,15H 52M 36S,12-07-20,57,64,54,533
59,116,55,528,15H 52M 37S,12-07-20,59,61,55,533
59,117,55,528,15H 52M 38S,12-07-20,59,62,53,533
61,116,56,528,15H 52M 39S,12-07-20,62,64,54,533
57,115,55,528,15H 52M 40S,12-07-20,58,62,57,533
59,113,55,528,15H 52M 41S,12-07-20,58,63,54,533
60,118,54,528,15H 52M 42S,12-07-20,62,64,54,534
60,112,56,528,15H 52M 43S,12-07-20,56,63,52,533
64,119,56,528,15H 52M 44S,12-07-20,57,63,57,534
62,114,56,528,15H 52M 46S,12-07-20,55,63,55,534
60,103,56,528,15H 52M 47S,12-07-20,58,62,57,534
60,113,56,528,15H 52M 48S,12-07-20,57,62,56,534
60,107,56,528,15H 52M 49S,12-07-20,58,63,56,534
59,127,56,528,15H 52M 50S,12-07-20,56,63,56,534
56,106,56,528,15H 52M 51S,12-07-20,56,61,56,534
60,107,55,528,15H 52M 52S,12-07-20,56,63,56,534
59,110,56,528,15H 52M 53S,12-07-20,57,61,55,534
58,104,56,528,15H 52M 54S,12-07-20,56,61,57,534
59,103,56,528,15H 52M 55S,12-07-20,57,62,56,534
58,104,56,528,15H 52M 56S,12-07-20,59,64,57,534
59,106,56,528,15H 52M 57S,12-07-20,58,62,54,534
55,110,56,528,15H 52M 58S,12-07-20,56,60,55,534
56,102,56,528,15H 52M 59S,12-07-20,56,62,56,534
54,101,56,528,15H 53M 0S,12-07-20,55,60,57,534
56,102,56,528,15H 53M 1S,12-07-20,57,62,56,534
57,105,55,528,15H 53M 2S,12-07-20,58,60,53,534
54,102,56,528,15H 53M 3S,12-07-20,58,61,54,534
54,99,55,528,15H 53M 4S,12-07-20,56,60,54,534
57,101,56,528,15H 53M 5S,12-07-20,57,58,55,534
52,97,56,528,15H 53M 6S,12-07-20,55,56,54,534
53,98,57,528,15H 53M 7S,12-07-20,56,58,54,534
54,98,57,528,15H 53M 8S,12-07-20,53,58,55,534
55,102,57,528,15H 53M 9S,12-07-20,53,61,55,534
55,100,57,528,15H 53M 10S,12-07-20,54,56,53,534
52,99,57,529,15H 53M 11S,12-07-20,54,56,53,534
53,99,57,528,15H 53M 12S,12-07-20,54,57,56,534
51,99,57,528,15H 53M 13S,12-07-20,55,55,55,534
51,101,57,529,15H 53M 14S,12-07-20,53,55,57,534
51,97,57,529,15H 53M 15S,12-07-20,53,56,56,535
50,96,57,529,15H 53M 16S,12-07-20,52,53,54,534
47,93,56,529,15H 53M 17S,12-07-20,52,50,54,534
50,99,55,529,15H 53M 18S,12-07-20,51,50,54,534
50,96,55,529,15H 53M 19S,12-07-20,52,53,54,534
50,98,55,529,15H 53M 20S,12-07-20,52,53,52,534
51,98,55,529,15H 53M 21S,12-07-20,54,53,52,534
52,99,55,529,15H 53M 22S,12-07-20,53,55,53,534
50,100,55,529,15H 53M 24S,12-07-20,54,53,52,534
50,97,55,529,15H 53M 25S,12-07-20,53,53,53,535
49,99,55,529,15H 53M 26S,12-07-20,53,53,55,535
50,95,56,529,15H 53M 27S,12-07-20,52,52,55,535
45,93,56,529,15H 53M 28S,12-07-20,50,53,55,535
49,100,56,529,15H 53M 29S,12-07-20,51,51,53,534
47,92,56,529,15H 53M 30S,12-07-20,49,51,53,535
47,99,55,529,15H 53M 31S,12-07-20,50,51,51,535
48,96,56,529,15H 53M 32S,12-07-20,51,54,51,535
50,94,56,529,15H 53M 33S,12-07-20,53,55,56,535
48,92,55,529,15H 53M 34S,12-07-20,50,52,55,535
48,92,56,529,15H 53M 35S,12-07-20,47,50,52,535
46,96,56,529,15H 53M 36S,12-07-20,50,51,50,535
48,97,55,529,15H 53M 37S,12-07-20,50,50,51,535
47,96,56,529,15H 53M 38S,12-07-20,49,50,52,535
48,107,55,529,15H 53M 39S,12-07-20,53,50,53,535
52,99,56,529,15H 53M 40S,12-07-20,54,55,57,535
52,100,56,529,15H 53M 41S,12-07-20,50,53,54,535
51,101,56,529,15H 53M 42S,12-07-20,53,55,57,535
53,101,56,529,15H 53M 43S,12-07-20,55,56,54,535
52,98,56,529,15H 53M 44S,12-07-20,52,55,54,535
52,99,56,529,15H 53M 45S,12-07-20,52,54,57,535
50,97,56,529,15H 53M 46S,12-07-20,55,54,56,535
51,103,55,529,15H 53M 47S,12-07-20,52,55,56,535
51,98,56,529,15H 53M 48S,12-07-20,53,54,58,535
53,98,56,529,15H 53M 49S,12-07-20,54,57,55,535
52,97,55,529,15H 53M 50S,12-07-20,54,55,53,535
51,99,57,529,15H 53M 51S,12-07-20,53,58,54,535
53,106,56,529,15H 53M 52S,12-07-20,55,56,57,535
52,97,57,529,15H 53M 53S,12-07-20,53,57,57,535
52,101,58,529,15H 53M 54S,12-07-20,52,55,56,535
51,103,57,529,15H 53M 55S,12-07-20,56,59,54,535
55,100,56,529,15H 53M 56S,12-07-20,52,56,54,535
53,100,57,529,15H 53M 57S,12-07-20,54,53,55,535
53,105,59,529,15H 53M 58S,12-07-20,55,62,55,535
54,102,58,529,15H 53M 59S,12-07-20,51,63,54,535
55,100,58,529,15H 54M 0S,12-07-20,52,61,53,535
57,105,59,529,15H 54M 2S,12-07-20,58,60,58,535
55,102,58,529,15H 54M 3S,12-07-20,58,65,55,535
58,104,57,529,15H 54M 4S,12-07-20,56,62,58,535
59,107,57,529,15H 54M 5S,12-07-20,58,59,57,535
59,107,57,530,15H 54M 6S,12-07-20,58,63,56,535
59,105,56,529,15H 54M 7S,12-07-20,60,60,56,535
59,105,56,529,15H 54M 8S,12-07-20,57,60,55,535
58,112,56,529,15H 54M 9S,12-07-20,57,62,55,536
60,111,56,529,15H 54M 10S,12-07-20,60,61,57,536
59,110,56,529,15H 54M 11S,12-07-20,56,61,57,536
59,114,56,529,15H 54M 12S,12-07-20,62,66,55,536
64,116,56,529,15H 54M 13S,12-07-20,64,68,56,536
64,118,56,530,15H 54M 14S,12-07-20,64,67,55,536
63,116,56,529,15H 54M 15S,12-07-20,63,72,54,536
