frame,frale_syn,sn,counter,counter_down,v_main,q_asummary,numerici_qa,hex_qa,beta700_wave,chl_lo_gain,chl_5_volt,chl_ltc,chl_raw,chl_micro_l,chl_hi_gain,chl_em_wave,chl_lo_gain_2,chl_5_volt_2,chl_ltc_2,chl_raw_2,chl_micro_l_2,chl_hi_gain_2,chl_em_wave_2,fdom_lo_gain,chl_5_volt_3,time,date,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x
ECOV2-B00206,ECOV2-B,00206,360,0,13.82,1,1112222211111111,00005540,700,50,54256,29403,54,54,54,695,50,54273,28633,52,52,52,695,48,54228,14H 4M 33S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,361,0,13.82,1,1112222211111111,00005540,700,50,54256,29397,54,54,54,695,50,54274,28635,51,51,51,695,49,54228,14H 4M 34S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,362,0,13.82,1,1112222211111111,00005540,700,50,54256,29404,53,53,53,695,50,54274,28641,51,51,51,695,50,54228,14H 4M 35S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,363,0,13.84,1,1112222211111111,00005540,700,50,54256,29392,54,54,54,695,50,54276,28634,52,52,52,695,49,54228,14H 4M 36S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,364,0,13.83,1,1112222211111111,00005540,700,50,54256,29399,54,54,54,695,50,54275,28642,51,51,51,695,49,54230,14H 4M 37S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,365,0,13.83,1,1112222211111111,00005540,700,50,54256,29399,54,54,54,695,50,54274,28643,53,53,53,695,50,54229,14H 4M 38S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,366,0,13.82,1,1112222211111111,00005540,700,49,54256,29401,55,55,55,695,50,54273,28642,51,51,51,695,50,54229,14H 4M 39S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,367,0,13.83,1,1112222211111111,00005540,700,50,54256,29397,54,54,54,695,49,54273,28633,52,52,52,695,49,54229,14H 4M 40S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,368,0,13.82,1,1112222211111111,00005540,700,50,54255,29407,53,53,53,695,50,54273,28641,51,51,51,695,50,54229,14H 4M 41S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,369,0,13.83,1,1112222211111111,00005540,700,50,54256,29402,54,54,54,695,50,54274,28643,53,53,53,695,50,54228,14H 4M 42S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,370,0,13.82,1,1112222211111111,00005540,700,50,54256,29400,54,54,54,695,50,54273,28638,51,51,51,695,49,54230,14H 4M 43S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,371,0,13.82,1,1112222211111111,00005540,700,50,54256,29394,55,55,55,695,50,54274,28650,51,51,51,695,50,54228,14H 4M 44S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,372,0,13.83,1,1112222211111111,00005540,700,50,54256,29396,54,54,54,695,50,54273,28644,52,52,52,695,49,54229,14H 4M 45S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,373,0,13.83,1,1112222211111111,00005540,700,50,54256,29404,54,54,54,695,50,54273,28633,51,51,51,695,49,54228,14H 4M 46S,18-01-20,49,50,50,539,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,374,0,13.83,1,1112222211111111,00005540,700,50,54256,29404,55,55,55,695,51,54273,28639,53,53,53,695,50,54228,14H 4M 46S,18-01-20,49,50,50,539,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,375,0,13.82,1,1112222211111111,00005540,700,50,54256,29397,53,53,53,695,50,54273,28640,52,52,52,695,49,54228,14H 4M 47S,18-01-20,NA,NA,NA,NA,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,375,0,13.82,1,1112222211111111,00005540,700,50,54256,29397,53,53,53,695,50,54273,28640,52,52,52,695,49,54228,14H 4M 47S,18-01-20,NA,NA,NA,NA,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,376,0,13.83,1,1112222211111111,00005540,700,50,54256,29409,53,53,53,695,50,54273,28642,52,52,52,695,49,54227,14H 4M 48S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,377,0,13.82,1,1112222211111111,00005540,700,51,54256,29406,54,54,54,695,50,54273,28647,53,53,53,695,50,54229,14H 4M 49S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,378,0,13.83,1,1112222211111111,00005540,700,51,54256,29400,55,55,55,695,50,54273,28643,52,52,52,695,50,54227,14H 4M 50S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,379,0,13.82,1,1112222211111111,00005540,700,50,54256,29399,56,56,56,695,50,54273,28649,52,52,52,695,50,54228,14H 4M 51S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,380,0,13.83,1,1112222211111111,00005540,700,50,54256,29402,55,55,55,695,50,54273,28647,52,52,52,695,50,54228,14H 4M 52S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,381,0,13.83,1,1112222211111111,00005540,700,50,54256,29400,54,54,54,695,50,54273,28649,52,52,52,695,50,54230,14H 4M 53S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,382,0,13.83,1,1112222211111111,00005540,700,51,54256,29400,52,52,52,695,50,54274,28644,54,54,54,695,49,54229,14H 4M 54S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,383,0,13.83,1,1112222211111111,00005540,700,50,54255,29407,54,54,54,695,50,54273,28648,54,54,54,695,49,54227,14H 4M 55S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,384,0,13.82,1,1112222211111111,00005540,700,50,54256,29406,55,55,55,695,50,54274,28652,52,52,52,695,49,54229,14H 4M 56S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,385,0,13.83,1,1112222211111111,00005540,700,50,54256,29409,54,54,54,695,50,54274,28654,52,52,52,695,50,54228,14H 4M 57S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,386,0,13.82,1,1112222211111111,00005540,700,49,54257,29415,56,56,56,695,51,54278,28665,52,52,52,695,49,54235,14H 4M 58S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,387,0,13.83,1,1112222211111111,00005540,700,50,54257,29425,56,56,56,695,50,54280,28669,53,53,53,695,50,54234,14H 4M 59S,18-01-20,49,50,50,539,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,388,0,13.82,1,1112222211111111,00005540,700,50,54258,29418,54,54,54,695,51,54277,28665,51,51,51,695,50,54234,14H 4M 59S,18-01-20,49,50,50,539,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,389,0,13.83,1,1112222211111111,00005540,700,50,54257,29423,54,54,54,695,50,54280,28659,52,52,52,695,50,54234,14H 5M 0S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,390,0,13.83,1,1112222211111111,00005540,700,50,54257,29420,56,56,56,695,50,54278,28672,53,53,53,695,50,54236,14H 5M 1S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,391,0,13.82,1,1112222211111111,00005540,700,50,54257,29425,54,54,54,695,50,54280,28677,53,53,53,695,49,54234,14H 5M 2S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,392,0,13.83,1,1112222211111111,00005540,700,50,54258,29432,54,54,54,695,50,54279,28674,51,51,51,695,50,54235,14H 5M 3S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,393,0,13.82,1,1112222211111111,00005540,700,49,54258,29422,52,52,52,695,50,54280,28670,53,53,53,695,48,54235,14H 5M 4S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,394,0,13.83,1,1112222211111111,00005540,700,50,54258,29415,54,54,54,695,50,54279,28665,51,51,51,695,50,54233,14H 5M 5S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,395,0,13.82,1,1112222211111111,00005540,700,50,54256,29400,54,54,54,695,51,54273,28652,51,51,51,695,50,54229,14H 5M 6S,18-01-20,NA,NA,NA,NA,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,395,0,13.82,1,1112222211111111,00005540,700,50,54256,29400,54,54,54,695,51,54273,28652,51,51,51,695,50,54229,14H 5M 6S,18-01-20,NA,NA,NA,NA,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,396,0,13.83,1,1112222211111111,00005540,700,50,54256,29406,53,53,53,695,50,54273,28657,51,51,51,695,50,54229,14H 5M 7S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,397,0,13.82,1,1112222211111111,00005540,700,50,54256,29410,55,55,55,695,50,54274,28650,52,52,52,695,50,54229,14H 5M 8S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,398,0,13.83,1,1112222211111111,00005540,700,50,54255,29402,54,54,54,695,50,54274,28652,51,51,51,695,49,54229,14H 5M 9S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,399,0,13.82,1,1112222211111111,00005540,700,50,54256,29403,54,54,54,695,50,54274,28658,51,51,51,695,50,54229,14H 5M 10S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,400,0,13.83,1,1112222211111111,00005540,700,50,54256,29402,53,53,53,695,50,54274,28651,51,51,51,695,50,54228,14H 5M 11S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,401,0,13.83,1,1112222211111111,00005540,700,50,54256,29400,54,54,54,695,50,54275,28653,51,51,51,695,50,54230,14H 5M 12S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,402,0,13.83,1,1112222211111111,00005540,700,50,54256,29405,54,54,54,695,50,54273,28650,51,51,51,695,50,54229,14H 5M 13S,18-01-20,49,50,50,538,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,403,0,13.83,1,1112222211111111,00005540,700,50,54256,29398,54,54,54,695,50,54274,28653,51,51,51,695,50,54230,14H 5M 13S,18-01-20,49,50,50,538,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,404,0,13.82,1,1112222211111111,00005540,700,50,54256,29411,54,54,54,695,50,54274,28663,53,53,53,695,49,54229,14H 5M 14S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,405,0,13.83,1,1112222211111111,00005540,700,50,54256,29409,54,54,54,695,50,54274,28659,52,52,52,695,50,54230,14H 5M 15S,18-01-20,49,50,50,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,406,0,13.82,1,1112222211111111,00005540,700,50,54255,29398,55,55,55,695,50,54274,28650,51,51,51,695,49,54229,14H 5M 16S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,407,0,13.83,1,1112222211111111,00005540,700,50,54256,29398,55,55,55,695,50,54274,28651,53,53,53,695,48,54229,14H 5M 17S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,408,0,13.82,1,1112222211111111,00005540,700,50,54256,29400,54,54,54,695,50,54274,28658,52,52,52,695,50,54229,14H 5M 18S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,409,0,13.83,1,1112222211111111,00005540,700,50,54256,29417,54,54,54,695,50,54275,28662,52,52,52,695,50,54229,14H 5M 19S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,410,0,13.83,1,1112222211111111,00005540,700,50,54256,29399,55,55,55,695,50,54274,28666,52,52,52,695,49,54230,14H 5M 20S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,411,0,13.84,1,1112222211111111,00005540,700,50,54255,29393,54,54,54,695,50,54272,28648,52,52,52,695,50,54227,14H 5M 21S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,412,0,13.83,1,1112222211111111,00005540,700,49,54256,29406,53,53,53,695,50,54275,28657,51,51,51,695,50,54229,14H 5M 22S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,413,0,13.82,1,1112222211111111,00005540,700,51,54256,29398,54,54,54,695,50,54274,28653,53,53,53,695,49,54229,14H 5M 23S,18-01-20,49,50,50,538,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,414,0,13.83,1,1112222211111111,00005540,700,50,54256,29404,54,54,54,695,50,54274,28655,51,51,51,695,50,54230,14H 5M 24S,18-01-20,161,1990,108,539,50,50,50,543
ECOV2-B00206,ECOV2-B,00206,415,0,13.83,1,1112222211111111,00005540,700,50,54256,29404,54,54,54,695,50,54274,28663,52,52,52,695,49,54230,14H 5M 25S,18-01-20,NA,NA,NA,NA,234,233,173,543
ECOV2-B00206,ECOV2-B,00206,415,0,13.83,1,1112222211111111,00005540,700,50,54256,29404,54,54,54,695,50,54274,28663,52,52,52,695,49,54230,14H 5M 25S,18-01-20,NA,NA,NA,NA,176,-61,-79,543
ECOV2-B00206,ECOV2-B,00206,416,0,13.83,1,1112222211111111,00005540,700,48,54256,29410,54,54,54,695,50,54276,28660,53,53,53,695,49,54229,14H 5M 26S,18-01-20,57,1347,150,538,98,121,32,543
ECOV2-B00206,ECOV2-B,00206,417,0,13.82,1,1112222211111111,00005540,700,50,54256,29415,53,53,53,695,50,54276,28651,52,52,52,695,49,54229,14H 5M 27S,18-01-20,84,365,77,538,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,418,0,13.83,1,1112222211111111,00005540,700,50,54256,29400,53,53,53,695,50,54274,28653,51,51,51,695,50,54229,14H 5M 27S,18-01-20,84,365,77,538,NA,NA,NA,NA
ECOV2-B00206,ECOV2-B,00206,419,0,13.82,1,1112222211111111,00005540,700,50,54256,29398,55,55,55,695,50,54274,28659,52,52,52,695,49,54228,14H 5M 28S,18-01-20,98,224,51,538,78,102,64,543
ECOV2-B00206,ECOV2-B,00206,420,0,13.82,1,1112222211111111,00005540,700,50,54256,29409,54,54,54,695,50,54274,28664,50,50,50,695,50,54229,14H 5M 29S,18-01-20,84,350,47,538,98,87,52,543
ECOV2-B00206,ECOV2-B,00206,421,0,13.82,1,1112222211111111,00005540,700,50,54256,29400,54,54,54,695,50,54274,28652,51,51,51,695,50,54226,14H 5M 30S,18-01-20,84,204,57,538,93,96,52,543
ECOV2-B00206,ECOV2-B,00206,422,0,13.83,1,1112222211111111,00005540,700,50,54256,29411,53,53,53,695,50,54274,28647,53,53,53,695,49,54229,14H 5M 31S,18-01-20,84,565,88,538,569,536,103,543
ECOV2-B00206,ECOV2-B,00206,423,0,13.83,1,1112222211111111,00005540,700,50,54255,29406,53,53,53,695,50,54274,28661,51,51,51,695,49,54229,14H 5M 32S,18-01-20,89,262,63,538,136,108,135,543
ECOV2-B00206,ECOV2-B,00206,424,0,13.83,1,1112222211111111,00005540,700,50,54259,29379,190,190,190,695,54,54278,28769,137,137,137,695,49,54238,14H 5M 33S,18-01-20,79,256,47,538,91,100,72,543
ECOV2-B00206,ECOV2-B,00206,425,0,13.83,4,1112222211141111,00C05540,700,44,54256,29416,5,5,5,695,50,54274,28671,31,31,31,695,50,54230,14H 5M 34S,18-01-20,70,444,59,538,80,95,41,543
ECOV2-B00206,ECOV2-B,00206,426,0,13.82,1,1112222211111111,00005540,700,89,54257,29392,444,444,444,695,57,54276,28731,146,146,146,695,49,54235,14H 5M 35S,18-01-20,89,281,69,538,83,95,52,543
ECOV2-B00206,ECOV2-B,00206,427,0,13.84,4,1112222211111411,0C005540,700,44,54259,29382,-4,-4,-4,695,50,54277,28771,63,63,63,695,49,54237,14H 5M 36S,18-01-20,56,430,68,538,90,93,57,543
ECOV2-B00206,ECOV2-B,00206,428,0,13.84,1,1112222211111111,00005540,700,55,54258,29381,147,147,147,695,69,54279,28760,232,232,232,695,50,54238,14H 5M 37S,18-01-20,74,366,51,538,89,93,61,543
ECOV2-B00206,ECOV2-B,00206,429,0,13.84,1,1112222211111111,00005540,700,50,54267,29346,73,73,73,695,57,54282,28756,104,104,104,695,89,54237,14H 5M 38S,18-01-20,63,316,50,538,87,91,58,543
ECOV2-B00206,ECOV2-B,00206,430,0,13.84,1,1112222211111111,00005540,700,62,54266,29339,170,170,170,695,65,54282,28761,245,245,245,695,78,54237,14H 5M 39S,18-01-20,116,226,64,538,87,91,58,543
ECOV2-B00206,ECOV2-B,00206,431,0,13.84,1,1112222211111111,00005540,700,54,54266,29344,101,101,101,695,57,54281,28757,144,144,144,695,81,54236,14H 5M 40S,18-01-20,34,235,60,538,89,90,58,543
ECOV2-B00206,ECOV2-B,00206,432,0,13.84,1,1112222211111111,00005540,700,70,54265,29367,317,317,317,695,81,54279,28762,337,337,337,695,79,54237,14H 5M 41S,18-01-20,123,343,59,538,88,93,57,543
ECOV2-B00206,ECOV2-B,00206,433,0,13.83,4,1112222214111111,000C5540,700,57,54262,29377,165,165,165,695,30,54279,28771,-171,-171,-171,695,61,54237,14H 5M 42S,18-01-20,NA,NA,NA,NA,88,92,57,543
ECOV2-B00206,ECOV2-B,00206,434,0,13.84,1,1112222211111111,00005540,700,68,54266,29341,224,224,224,695,57,54280,28748,130,130,130,695,67,54236,14H 5M 42S,18-01-20,NA,NA,NA,NA,88,92,57,543
ECOV2-B00206,ECOV2-B,00206,435,0,13.83,1,1112222211111111,00005540,700,56,54268,29349,156,156,156,695,52,54280,28756,79,79,79,695,89,54238,14H 5M 43S,18-01-20,145,246,54,538,86,90,57,542
ECOV2-B00206,ECOV2-B,00206,436,0,13.83,1,1112222211111111,00005540,700,51,54267,29344,95,95,95,695,59,54282,28755,155,155,155,695,77,54237,14H 5M 44S,18-01-20,141,374,60,538,91,108,55,543
ECOV2-B00206,ECOV2-B,00206,437,0,13.83,1,1112222211111111,00005540,700,54,54266,29344,108,108,108,695,59,54280,28761,150,150,150,695,69,54236,14H 5M 45S,18-01-20,-115,243,61,538,72,90,62,543
ECOV2-B00206,ECOV2-B,00206,438,0,13.83,1,1112222211111111,00005540,700,54,54269,29340,125,125,125,695,55,54282,28765,103,103,103,695,69,54236,14H 5M 46S,18-01-20,43,413,63,538,91,87,58,543
ECOV2-B00206,ECOV2-B,00206,439,0,13.84,1,1112222211111111,00005540,700,51,54268,29343,68,68,68,695,52,54282,28754,81,81,81,695,70,54237,14H 5M 47S,18-01-20,148,397,54,538,89,93,61,543
ECOV2-B00206,ECOV2-B,00206,440,0,13.84,1,1112222211111111,00005540,700,57,54268,29336,156,156,156,695,59,54281,28756,151,151,151,695,75,54236,14H 5M 48S,18-01-20,89,161,56,538,88,96,70,543
ECOV2-B00206,ECOV2-B,00206,440,0,13.84,1,1112222211111111,00005540,700,57,54268,29336,156,156,156,695,59,54281,28756,151,151,151,695,75,54236,14H 5M 48S,18-01-20,89,161,56,538,440,13.84,1112222211111111,00005540
ECOV2-B00206,ECOV2-B,00206,441,0,13.84,1,1112222211111111,00005540,700,56,54268,29349,129,129,129,695,53,54281,28757,95,95,95,695,69,54236,14H 5M 49S,18-01-20,103,205,59,538,88,91,54,542
ECOV2-B00206,ECOV2-B,00206,442,0,13.83,1,1112222211111111,00005540,700,54,54267,29334,119,119,119,695,54,54280,28759,89,89,89,695,77,54236,14H 5M 50S,18-01-20,96,383,57,538,93,84,64,542
ECOV2-B00206,ECOV2-B,00206,443,0,13.84,4,1112222214111111,000C5540,700,82,54257,29378,423,423,423,695,30,54278,28756,-157,-157,-157,695,48,54236,14H 5M 51S,18-01-20,76,208,52,538,89,91,57,543
ECOV2-B00206,ECOV2-B,00206,444,0,13.82,1,1112222211111111,00005540,700,55,54265,29348,108,108,108,695,52,54280,28761,87,87,87,695,65,54237,14H 5M 52S,18-01-20,89,206,53,538,91,92,57,542
ECOV2-B00206,ECOV2-B,00206,445,0,13.84,1,1112222211111111,00005540,700,56,54267,29340,119,119,119,695,57,54282,28749,124,124,124,695,69,54236,14H 5M 53S,18-01-20,79,186,53,538,86,86,57,542
ECOV2-B00206,ECOV2-B,00206,446,0,13.82,1,1112222211111111,00005540,700,56,54267,29342,124,124,124,695,59,54281,28759,151,151,151,695,76,54236,14H 5M 54S,18-01-20,79,224,53,538,85,90,56,543
ECOV2-B00206,ECOV2-B,00206,447,0,13.83,1,1112222211111111,00005540,700,53,54263,29365,112,112,112,695,61,54280,28757,163,163,163,695,65,54235,14H 5M 55S,18-01-20,91,187,55,538,90,90,54,543
ECOV2-B00206,ECOV2-B,00206,448,0,13.83,1,1112222211111111,00005540,700,57,54263,29360,137,137,137,695,58,54279,28776,105,105,105,695,54,54238,14H 5M 56S,18-01-20,90,163,53,538,90,98,55,543
ECOV2-B00206,ECOV2-B,00206,449,0,13.83,1,1112222211111111,00005540,700,52,54269,29355,84,84,84,695,55,54283,28756,100,100,100,695,69,54238,14H 5M 57S,18-01-20,174,228,48,538,86,91,54,543
ECOV2-B00206,ECOV2-B,00206,450,0,13.83,4,1112222214111111,000C5540,700,137,54263,29366,970,970,970,695,40,54281,28765,-145,-145,-145,695,76,54237,14H 5M 58S,18-01-20,NA,NA,NA,NA,86,108,50,542
ECOV2-B00206,ECOV2-B,00206,451,0,13.84,1,1112222211111111,00005540,700,36,54260,29391,88,88,88,695,92,54278,28757,172,172,172,695,49,54237,14H 5M 58S,18-01-20,NA,NA,NA,NA,86,108,50,542
ECOV2-B00206,ECOV2-B,00206,452,0,13.84,1,1112222211111111,00005540,700,55,54269,29352,118,118,118,695,53,54282,28747,75,75,75,695,73,54238,14H 5M 59S,18-01-20,69,289,49,538,85,96,64,543
ECOV2-B00206,ECOV2-B,00206,453,0,13.82,1,1112222211111111,00005540,700,53,54270,29342,110,110,110,695,53,54284,28749,108,108,108,695,80,54238,14H 6M 0S,18-01-20,39,147,59,538,77,102,62,542
ECOV2-B00206,ECOV2-B,00206,454,0,13.84,1,1112222211111111,00005540,700,53,54270,29355,106,106,106,695,56,54284,28751,127,127,127,695,73,54239,14H 6M 1S,18-01-20,173,241,50,538,84,98,43,543
ECOV2-B00206,ECOV2-B,00206,455,0,13.82,1,1112222211111111,00005540,700,57,54270,29347,141,141,141,695,48,54284,28762,33,33,33,695,72,54238,14H 6M 2S,18-01-20,66,147,68,538,94,89,55,543
ECOV2-B00206,ECOV2-B,00206,456,0,13.84,1,1112222211111111,00005540,700,74,54268,29351,324,324,324,695,70,54284,28759,261,261,261,695,84,54237,14H 6M 3S,18-01-20,262,128,64,538,80,97,60,543
ECOV2-B00206,ECOV2-B,00206,457,0,13.84,1,1112222211111111,00005540,700,61,54268,29341,193,193,193,695,62,54283,28744,160,160,160,695,77,54237,14H 6M 4S,18-01-20,52,147,50,538,85,95,57,543
ECOV2-B00206,ECOV2-B,00206,458,0,13.84,1,1112222211111111,00005540,700,57,54269,29356,143,143,143,695,56,54284,28757,128,128,128,695,74,54239,14H 6M 5S,18-01-20,105,181,48,538,88,96,56,543
ECOV2-B00206,ECOV2-B,00206,459,0,13.84,1,1112222211111111,00005540,700,56,54270,29348,143,143,143,695,60,54282,28752,180,180,180,695,77,54237,14H 6M 6S,18-01-20,249,317,38,538,168,92,54,543
ECOV2-B00206,ECOV2-B,00206,460,0,13.84,1,1112222211111111,00005540,700,56,54270,29343,109,109,109,695,54,54283,28755,98,98,98,695,73,54238,14H 6M 7S,18-01-20,460,13.84,1112222211111111,00005540,84,99,49,542
ECOV2-B00206,ECOV2-B,00206,460,0,13.84,1,1112222211111111,00005540,700,56,54270,29343,109,109,109,695,54,54283,28755,98,98,98,695,73,54238,14H 6M 7S,18-01-20,41,117,67,538,84,99,49,542
ECOV2-B00206,ECOV2-B,00206,461,0,13.83,1,1112222211111111,00005540,700,64,54268,29341,219,219,219,695,56,54284,28753,113,113,113,695,67,54238,14H 6M 8S,18-01-20,25,280,65,538,124,109,150,543
ECOV2-B00206,ECOV2-B,00206,462,0,13.83,1,1112222211111111,00005540,700,55,54267,29336,109,109,109,695,56,54281,28750,118,118,118,695,70,54237,14H 6M 9S,18-01-20,85,202,45,538,135,80,69,543
ECOV2-B00206,ECOV2-B,00206,463,0,13.83,1,1112222211111111,00005540,700,56,54267,29344,111,111,111,695,62,54283,28749,180,180,180,695,62,54236,14H 6M 10S,18-01-20,57,164,48,538,87,95,48,543
ECOV2-B00206,ECOV2-B,00206,464,0,13.82,1,1112222211111111,00005540,700,54,54268,29336,98,98,98,695,52,54282,28739,75,75,75,695,70,54237,14H 6M 11S,18-01-20,92,171,48,538,86,97,52,542
ECOV2-B00206,ECOV2-B,00206,465,0,13.83,1,1112222211111111,00005540,700,56,54268,29349,132,132,132,695,52,54283,28747,100,100,100,695,70,54238,14H 6M 12S,18-01-20,56,35,56,538,83,79,43,543
ECOV2-B00206,ECOV2-B,00206,466,0,13.83,1,1112222211111111,00005540,700,55,54264,29366,148,148,148,695,64,54281,28745,175,175,175,695,61,54237,14H 6M 13S,18-01-20,-20,-1,58,538,125,104,33,543
ECOV2-B00206,ECOV2-B,00206,467,0,13.84,1,1112222211111111,00005540,700,60,54258,29379,126,126,126,695,71,54279,28751,279,279,279,695,47,54239,14H 6M 14S,18-01-20,-15,243,61,538,86,91,57,543
ECOV2-B00206,ECOV2-B,00206,468,0,13.84,1,1112222211111111,00005540,700,49,54261,29385,51,51,51,695,52,54280,28743,71,71,71,695,50,54237,14H 6M 15S,18-01-20,NA,NA,NA,NA,84,86,50,542
ECOV2-B00206,ECOV2-B,00206,469,0,13.83,1,1112222211111111,00005540,700,54,54261,29391,93,93,93,695,55,54282,28732,106,106,106,695,49,54238,14H 6M 15S,18-01-20,NA,NA,NA,NA,84,86,50,542
ECOV2-B00206,ECOV2-B,00206,470,0,13.84,1,1112222211111111,00005540,700,49,54262,29386,55,55,55,695,57,54281,28740,142,142,142,695,49,54238,14H 6M 16S,18-01-20,36,46,57,538,86,92,62,542
ECOV2-B00206,ECOV2-B,00206,471,0,13.83,1,1112222211111111,00005540,700,54,54260,29377,103,103,103,695,54,54281,28739,102,102,102,695,49,54237,14H 6M 17S,18-01-20,65,112,53,538,85,92,55,542
ECOV2-B00206,ECOV2-B,00206,472,0,13.84,1,1112222211111111,00005540,700,72,54260,29373,285,285,285,695,61,54282,28742,148,148,148,695,49,54237,14H 6M 18S,18-01-20,95,127,53,538,83,86,58,542
ECOV2-B00206,ECOV2-B,00206,473,0,13.83,4,1112222211111411,0C005540,700,29,54261,29376,-193,-193,-193,695,39,54281,28734,141,141,141,695,49,54238,14H 6M 19S,18-01-20,51,84,53,538,81,87,50,543
ECOV2-B00206,ECOV2-B,00206,474,0,13.84,1,1112222211111111,00005540,700,50,54260,29385,87,87,87,695,47,54280,28737,26,26,26,695,49,54237,14H 6M 20S,18-01-20,58,153,51,538,86,92,56,543
ECOV2-B00206,ECOV2-B,00206,475,0,13.83,1,1112222211111111,00005540,700,56,54260,29380,152,152,152,695,58,54280,28732,155,155,155,695,49,54237,14H 6M 21S,18-01-20,17,128,59,538,86,89,55,543
