temp,salinity_real,beta90sw,betasw,bsw
13.4644700030148,38.4607564784538,3.9186423213355e-05,5.05199941506703e-05,0.000644252196258677
13.435444047619,38.4402082803064,3.9185147230523e-05,5.05183491256866e-05,0.000644231218208768
13.4346770261438,38.4246223984001,3.91821438921651e-05,5.05144771561667e-05,0.00064418184122627
13.4516665311653,38.4183459856449,3.91792777719385e-05,5.0510782091264e-05,0.000644134720205792
13.4227391973244,38.3982784307705,3.9178086007359e-05,5.05092456422939e-05,0.000644115126762839
13.4135487913257,38.381473064662,3.91756477207945e-05,5.05061021499087e-05,0.000644075039626901
13.4167261032526,38.3724122414963,3.91735526720274e-05,5.05034011672014e-05,0.000644040595560339
13.4449921677039,38.3674914903558,3.91698727134368e-05,5.0498656884074e-05,0.00064398009446813
13.4992143826939,38.3640690485043,3.91640202992227e-05,5.04911118236266e-05,0.00064388387668652
13.4644700030148,38.4607564784538,3.9186423213355e-05,5.05199941506703e-05,0.000644252196258677
13.435444047619,38.4402082803064,3.9185147230523e-05,5.05183491256866e-05,0.000644231218208768
13.4346770261438,38.4246223984001,3.91821438921651e-05,5.05144771561667e-05,0.00064418184122627
13.4516665311653,38.4183459856449,3.91792777719385e-05,5.0510782091264e-05,0.000644134720205792
13.4227391973244,38.3982784307705,3.9178086007359e-05,5.05092456422939e-05,0.000644115126762839
13.4135487913257,38.381473064662,3.91756477207945e-05,5.05061021499087e-05,0.000644075039626901
13.4167261032526,38.3724122414963,3.91735526720274e-05,5.05034011672014e-05,0.000644040595560339
13.4449921677039,38.3674914903558,3.91698727134368e-05,5.0498656884074e-05,0.00064398009446813
13.4992143826939,38.3640690485043,3.91640202992227e-05,5.04911118236266e-05,0.00064388387668652
13.6595666666667,38.5420471348664,3.91839221029733e-05,5.05167696644455e-05,0.000644211076255259
13.58275,38.5025623028286,3.91834048131492e-05,5.05161027630866e-05,0.000644202571648868
13.493195,38.4598375067159,3.9183497738711e-05,5.0516222564754e-05,0.000644204099410077
13.486,38.4416322626146,3.91805925879154e-05,5.05124771807876e-05,0.000644156336699753
13.55265,38.4262690956447,3.91712175082768e-05,5.0500390623004e-05,0.000644002203835563
13.8343083333333,38.4081537777381,3.91412264021124e-05,5.04617254327735e-05,0.000643509129080833
15.6276866666667,38.244500085535,3.8955386015019e-05,5.02221359398055e-05,0.000640453783179866
15.9682088235294,38.2243353178197,3.89250312995249e-05,5.01830019764719e-05,0.000639954730433527
16.0797888888889,38.2189710643283,3.89155169755706e-05,5.01707359018699e-05,0.000639798308295428
13.5925041666667,38.487879455114,3.91795875053269e-05,5.05111814063247e-05,0.000644139812439258
13.6171,38.4806417638423,3.91758350164334e-05,5.05063436155441e-05,0.000644078118898159
13.6201880597015,38.4597974950974,3.91714353157129e-05,5.0500671425116e-05,0.000644005784742101
13.65625,38.4416909165437,3.91644666482241e-05,5.04916872665247e-05,0.000643891214976184
13.7708,38.4228196760478,3.91500186260786e-05,5.04730605602722e-05,0.000643653679390244
14.0459477272727,38.3959430096784,3.91193800362383e-05,5.04335606199207e-05,0.000643149959551171
14.784116,38.3757097137867,3.90503077279586e-05,5.03445110888813e-05,0.000642014362508606
18.9438265306122,38.2802182799622,3.87407645170846e-05,4.9945441209051e-05,0.0006369252556933
22.9214015151515,38.3274906486735,3.85847100831163e-05,4.97442524185267e-05,0.000634359611687655
13.6215956072351,38.4943557573972,3.91781124770499e-05,5.05092797675985e-05,0.000644115561943064
13.6231,38.4927053763554,3.91776452318344e-05,5.05086773848441e-05,0.00064410788010503
13.6398768292683,38.483854864676,3.91743182190333e-05,5.05043881271505e-05,0.000644053181688377
13.6513677209596,38.4651381848391,3.91695473680268e-05,5.04982374416534e-05,0.000643974745562113
13.7114148811189,38.454110097484,3.91617331443493e-05,5.0488163173524e-05,0.000643846274261252
13.9116984984318,38.4400194681503,3.91403483536332e-05,5.04605934334636e-05,0.000643494693349915
14.4300318181818,38.4177889452384,3.90892688106712e-05,5.03947405691282e-05,0.000642654909949477
18.7623678571429,38.3971754206853,3.87733184534479e-05,4.99874104560451e-05,0.000637460465168397
23.9703698116301,38.4226131849311,3.85765316447924e-05,4.97337085969068e-05,0.000634225152443354
13.724,38.5378232874746,3.91770361362278e-05,5.05078921254618e-05,0.000644097866147385
13.7066,38.5299876157668,3.91771258362593e-05,5.05080077687049e-05,0.00064409934087862
13.6881651504383,38.507813537224,3.9174491722402e-05,5.05046118114895e-05,0.000644056034205069
13.6845694444444,38.485624573632,3.91704599336244e-05,5.04994139411875e-05,0.000643989748778592
13.8108500207937,38.4617989995877,3.91539675400389e-05,5.04781515865466e-05,0.000643718602296781
14.4753006790123,38.445587044517,3.90907401710629e-05,5.03966374791365e-05,0.000642679100143072
16.6336271186441,38.4181669708646,3.89134918034861e-05,5.01681250057107e-05,0.000639765013050385
23.5767333783176,38.4722044895574,3.85948672020403e-05,4.97573471984671e-05,0.00063452660182449
23.6646993126473,38.4577719793489,3.85900507952482e-05,4.97511377814545e-05,0.000634447416729259
13.7084288679245,38.4640133465075,3.91639639162543e-05,5.04910391334702e-05,0.000643882949711097
13.7275727272727,38.4532989686232,3.91600602635989e-05,5.04860064590604e-05,0.00064381877093206
13.7659261524823,38.4371009730271,3.91532864430739e-05,5.04772735014379e-05,0.000643707404586463
13.8074477220957,38.4122298136284,3.91445220232699e-05,5.04659742196733e-05,0.000643563311396918
14.1422526805352,38.3869754919757,3.91088848955258e-05,5.04200300548952e-05,0.000642977412099794
17.4444527918782,38.4077310324861,3.88557923169384e-05,5.00937375652694e-05,0.000638816393148819
18.7027571152704,38.3933694942414,3.8775961292864e-05,4.99908176624418e-05,0.000637503915296235
19.32765,38.3555469426573,3.87345936885108e-05,4.99374856418445e-05,0.000636823802956984
18.9194764705882,38.3670802745506,3.87587760080295e-05,4.99686620172432e-05,0.000637221377197831
